Player,Player-additional,Ht.
Johan Quezada,quezajo01,6-9
Johan Quezada,quezajo01,6-9
Michel Báez,baezmi01,6-8
Michel Báez,baezmi01,6-8
Michel Báez,baezmi01,6-8
Félix Bautista,bautife01,6-8
Félix Bautista,bautife01,6-8
Tayron Guerrero,guerrta01,6-8
Tayron Guerrero,guerrta01,6-8
Tayron Guerrero,guerrta01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Graeme Lloyd,lloydgr01,6-8
Angel Perdomo,perdoan01,6-8
Angel Perdomo,perdoan01,6-8
Angel Perdomo,perdoan01,6-8
Eury Pérez,perezeu02,6-8
Phil Stockman,stockph01,6-8
Phil Stockman,stockph01,6-8
Stefan Wever,weverst01,6-8
Domingo Acevedo,acevedo01,6-7
Domingo Acevedo,acevedo01,6-7
Domingo Acevedo,acevedo01,6-7
Elvis Araújo,araujel01,6-7
Elvis Araújo,araujel01,6-7
Derek Aucoin,aucoide01,6-7
Phillippe Aumont,aumonph01,6-7
Phillippe Aumont,aumonph01,6-7
Phillippe Aumont,aumonph01,6-7
Phillippe Aumont,aumonph01,6-7
Daniel Cabrera,cabreda01,6-7
Daniel Cabrera,cabreda01,6-7
Daniel Cabrera,cabreda01,6-7
Daniel Cabrera,cabreda01,6-7
Daniel Cabrera,cabreda01,6-7
Daniel Cabrera,cabreda01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Miguel Castro,castrmi01,6-7
Oneil Cruz,cruzon01,6-7
Oneil Cruz,cruzon01,6-7
Oneil Cruz,cruzon01,6-7
Oneil Cruz,cruzon01,6-7
Steven Cruz,cruzst01,6-7
Franklyn Germán,germafr01,6-7
Franklyn Germán,germafr01,6-7
Franklyn Germán,germafr01,6-7
Franklyn Germán,germafr01,6-7
Franklyn Germán,germafr01,6-7
Franklyn Germán,germafr01,6-7
Joel Guzmán,guzmajo03,6-7
Joel Guzmán,guzmajo03,6-7
Peter Hoy,hoype01,6-7
Trystan Magnuson,magnutr01,6-7
Jeff McCurry,mccurje01,6-7
Jeff McCurry,mccurje01,6-7
Jeff McCurry,mccurje01,6-7
Jeff McCurry,mccurje01,6-7
Jeff McCurry,mccurje01,6-7
Steven Moya,moyast01,6-7
Steven Moya,moyast01,6-7
Steven Moya,moyast01,6-7
Bobby Muñoz,munozbo01,6-7
Bobby Muñoz,munozbo01,6-7
Bobby Muñoz,munozbo01,6-7
Bobby Muñoz,munozbo01,6-7
Bobby Muñoz,munozbo01,6-7
Bobby Muñoz,munozbo01,6-7
Bobby Muñoz,munozbo01,6-7
Dave Pavlas,pavlada01,6-7
Dave Pavlas,pavlada01,6-7
Dave Pavlas,pavlada01,6-7
Dave Pavlas,pavlada01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Pineda,pinedmi01,6-7
Michael Ynoa,ynoami01,6-7
Michael Ynoa,ynoami01,6-7
Pedro Beato,beatope01,6-6
Pedro Beato,beatope01,6-6
Pedro Beato,beatope01,6-6
Pedro Beato,beatope01,6-6
Pedro Beato,beatope01,6-6
Francis Beltrán,beltrfr01,6-6
Francis Beltrán,beltrfr01,6-6
Francis Beltrán,beltrfr01,6-6
José Castillo,castijo03,6-6
José Castillo,castijo03,6-6
José Castillo,castijo03,6-6
José Castillo,castijo03,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Carlos Estévez,estevca01,6-6
Julian Fernández,fernaju02,6-6
Shintaro Fujinami,fujinsh01,6-6
Roberto Gómez,gomezro01,6-6
Roberto Gómez,gomezro01,6-6
Óscar Henríquez,henrios01,6-6
Óscar Henríquez,henrios01,6-6
Óscar Henríquez,henrios01,6-6
Mark Hutton,huttoma01,6-6
Mark Hutton,huttoma01,6-6
Mark Hutton,huttoma01,6-6
Mark Hutton,huttoma01,6-6
Mark Hutton,huttoma01,6-6
Franklyn Kilome,kilomfr01,6-6
Chris Leroux,lerouch01,6-6
Chris Leroux,lerouch01,6-6
Chris Leroux,lerouch01,6-6
Chris Leroux,lerouch01,6-6
Chris Leroux,lerouch01,6-6
Chris Leroux,lerouch01,6-6
Adam Loewen,loewead01,6-6
Adam Loewen,loewead01,6-6
Adam Loewen,loewead01,6-6
Adam Loewen,loewead01,6-6
Adam Loewen,loewead01,6-6
Adam Loewen,loewead01,6-6
Luis Martínez,martilu01,6-6
José Martínez,martijo08,6-6
José Martínez,martijo08,6-6
José Martínez,martijo08,6-6
José Martínez,martijo08,6-6
José Martínez,martijo08,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Justin Masterson,masteju01,6-6
Tom Mastny,mastnto01,6-6
Tom Mastny,mastnto01,6-6
Tom Mastny,mastnto01,6-6
J.C. Mejía,mejiaje02,6-6
J.C. Mejía,mejiaje02,6-6
J.C. Mejía,mejiaje02,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
Guillermo Mota,motagu01,6-6
David Paulino,paulida01,6-6
David Paulino,paulida01,6-6
David Paulino,paulida01,6-6
David Paulino,paulida01,6-6
Ben Rivera,riverbe01,6-6
Ben Rivera,riverbe01,6-6
Ben Rivera,riverbe01,6-6
Jefry Rodríguez,rodrije01,6-6
Jefry Rodríguez,rodrije01,6-6
Jefry Rodríguez,rodrije01,6-6
Humberto Sánchez,sanchhu01,6-6
José Silva,silvajo01,6-6
José Silva,silvajo01,6-6
José Silva,silvajo01,6-6
José Silva,silvajo01,6-6
José Silva,silvajo01,6-6
José Silva,silvajo01,6-6
José Silva,silvajo01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
Alfredo Simón,simonal01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
José Veras,verasjo01,6-6
Julio Zuleta,zuletju01,6-6
Julio Zuleta,zuletju01,6-6
Ed Acosta,acosted01,6-5
Ed Acosta,acosted01,6-5
Ed Acosta,acosted01,6-5
Jonathan Albaladejo,albaljo01,6-5
Jonathan Albaladejo,albaljo01,6-5
Jonathan Albaladejo,albaljo01,6-5
Jonathan Albaladejo,albaljo01,6-5
Jonathan Albaladejo,albaljo01,6-5
Santo Alcalá,alcalsa01,6-5
Santo Alcalá,alcalsa01,6-5
Sandy Alcántara,alcansa01,6-5
Sandy Alcántara,alcansa01,6-5
Sandy Alcántara,alcansa01,6-5
Sandy Alcántara,alcansa01,6-5
Sandy Alcántara,alcansa01,6-5
Sandy Alcántara,alcansa01,6-5
Sandy Alcántara,alcansa01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Antonio Alfonseca,alfonan01,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Sandy Alomar,alomasa02,6-5
Aaron Altherr,altheaa01,6-5
Aaron Altherr,altheaa01,6-5
Aaron Altherr,altheaa01,6-5
Aaron Altherr,altheaa01,6-5
Aaron Altherr,altheaa01,6-5
Aaron Altherr,altheaa01,6-5
Yordan Alvarez,alvaryo01,6-5
Yordan Alvarez,alvaryo01,6-5
Yordan Alvarez,alvaryo01,6-5
Yordan Alvarez,alvaryo01,6-5
Yordan Alvarez,alvaryo01,6-5
Yordan Alvarez,alvaryo01,6-5
Marcos Armas,armasma01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
John Axford,axforjo01,6-5
Jordan Balazovic,balazjo02,6-5
Alberto Baldonado,baldoal01,6-5
Denny Bautista,bautide01,6-5
Denny Bautista,bautide01,6-5
Denny Bautista,bautide01,6-5
Denny Bautista,bautide01,6-5
Denny Bautista,bautide01,6-5
Denny Bautista,bautide01,6-5
Denny Bautista,bautide01,6-5
Shayne Bennett,bennesh01,6-5
Shayne Bennett,bennesh01,6-5
Shayne Bennett,bennesh01,6-5
Jabari Blash,blashja01,6-5
Jabari Blash,blashja01,6-5
Jabari Blash,blashja01,6-5
Edward Cabrera,cabreed02,6-5
Edward Cabrera,cabreed02,6-5
Edward Cabrera,cabreed02,6-5
Edward Cabrera,cabreed02,6-5
Juan Castillo,castiju02,6-5
Simon Castro,castrsi01,6-5
Simon Castro,castrsi01,6-5
Simon Castro,castrsi01,6-5
José Ceda,cedajo01,6-5
José Ceda,cedajo01,6-5
Hee-Seop Choi,choihe01,6-5
Hee-Seop Choi,choihe01,6-5
Hee-Seop Choi,choihe01,6-5
Hee-Seop Choi,choihe01,6-5
Román Colón,colonro01,6-5
Román Colón,colonro01,6-5
Román Colón,colonro01,6-5
Román Colón,colonro01,6-5
Román Colón,colonro01,6-5
Román Colón,colonro01,6-5
Barry Cort,cortba01,6-5
Pete Craig,craigpe01,6-5
Pete Craig,craigpe01,6-5
Pete Craig,craigpe01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Yu Darvish,darviyu01,6-5
Elly De La Cruz,delacel01,6-5
Elly De La Cruz,delacel01,6-5
Luis de los Santos,deloslu01,6-5
Luis de los Santos,deloslu01,6-5
Luis de los Santos,deloslu01,6-5
Jhoan Durán,duranjh01,6-5
Jhoan Durán,duranjh01,6-5
Jhoan Durán,duranjh01,6-5
Ángel Felipe,felipan01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Jeff Francis,francje01,6-5
Frank Gracesqui,gracefr01,6-5
Bob Greenwood,greenbo01,6-5
Bob Greenwood,greenbo01,6-5
Deolis Guerra,guerrde01,6-5
Deolis Guerra,guerrde01,6-5
Deolis Guerra,guerrde01,6-5
Deolis Guerra,guerrde01,6-5
Deolis Guerra,guerrde01,6-5
Deolis Guerra,guerrde01,6-5
Ronald Guzmán,guzmaro01,6-5
Ronald Guzmán,guzmaro01,6-5
Ronald Guzmán,guzmaro01,6-5
Ronald Guzmán,guzmaro01,6-5
Ronald Guzmán,guzmaro01,6-5
Jim Henderson,hendeji01,6-5
Jim Henderson,hendeji01,6-5
Jim Henderson,hendeji01,6-5
Jim Henderson,hendeji01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Kenley Jansen,janseke01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Fergie Jenkins,jenkife01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Ubaldo Jiménez,jimenub01,6-5
Jairo Labourt,labouja01,6-5
Brian Lesher,leshebr01,6-5
Brian Lesher,leshebr01,6-5
Brian Lesher,leshebr01,6-5
Brian Lesher,leshebr01,6-5
Brian Lesher,leshebr01,6-5
Carlos Martínez,martica02,6-5
Carlos Martínez,martica02,6-5
Carlos Martínez,martica02,6-5
Carlos Martínez,martica02,6-5
Carlos Martínez,martica02,6-5
Carlos Martínez,martica02,6-5
Carlos Martínez,martica02,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Larry McLean,mcleala01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Iván Nova,novaiv01,6-5
Roberto Novoa,novoaro01,6-5
Roberto Novoa,novoaro01,6-5
Roberto Novoa,novoaro01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Vladimir Núñez,nunezvl01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Ed Núñez,nunezed01,6-5
Jack O'Loughlin,olougja01,6-5
Johan Oviedo,oviedjo01,6-5
Johan Oviedo,oviedjo01,6-5
Johan Oviedo,oviedjo01,6-5
Johan Oviedo,oviedjo01,6-5
Luis Oviedo,oviedlu01,6-5
Elvis Peguero,pegueel01,6-5
Elvis Peguero,pegueel01,6-5
Elvis Peguero,pegueel01,6-5
Elvis Peguero,pegueel01,6-5
Carlos Peguero,pegueca01,6-5
Carlos Peguero,pegueca01,6-5
Carlos Peguero,pegueca01,6-5
Carlos Peguero,pegueca01,6-5
Carlos Peguero,pegueca01,6-5
Juan Peña,penaju01,6-5
Calvin Pickering,pickeca01,6-5
Calvin Pickering,pickeca01,6-5
Calvin Pickering,pickeca01,6-5
Calvin Pickering,pickeca01,6-5
Calvin Pickering,pickeca01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Nick Pivetta,pivetni01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Gregory Polanco,polangr01,6-5
Carlos Ramírez,ramirca01,6-5
Carlos Ramírez,ramirca01,6-5
Víctor Reyes,reyesvi01,6-5
Víctor Reyes,reyesvi01,6-5
Víctor Reyes,reyesvi01,6-5
Víctor Reyes,reyesvi01,6-5
Víctor Reyes,reyesvi01,6-5
Franmil Reyes,reyesfr01,6-5
Franmil Reyes,reyesfr01,6-5
Franmil Reyes,reyesfr01,6-5
Franmil Reyes,reyesfr01,6-5
Franmil Reyes,reyesfr01,6-5
Franmil Reyes,reyesfr01,6-5
Scott Richmond,richmsc01,6-5
Scott Richmond,richmsc01,6-5
Scott Richmond,richmsc01,6-5
Scott Richmond,richmsc01,6-5
Les Rohr,rohrle01,6-5
Les Rohr,rohrle01,6-5
Les Rohr,rohrle01,6-5
Jordan Romano,romanjo03,6-5
Jordan Romano,romanjo03,6-5
Jordan Romano,romanjo03,6-5
Jordan Romano,romanjo03,6-5
Jordan Romano,romanjo03,6-5
Jordan Romano,romanjo03,6-5
Rómulo Sánchez,sanchro01,6-5
Rómulo Sánchez,sanchro01,6-5
Rómulo Sánchez,sanchro01,6-5
Domingo Santana,santado01,6-5
Domingo Santana,santado01,6-5
Domingo Santana,santado01,6-5
Domingo Santana,santado01,6-5
Domingo Santana,santado01,6-5
Domingo Santana,santado01,6-5
Domingo Santana,santado01,6-5
Fernando Seguignol,seguife01,6-5
Fernando Seguignol,seguife01,6-5
Fernando Seguignol,seguife01,6-5
Fernando Seguignol,seguife01,6-5
Fernando Seguignol,seguife01,6-5
Cade Smith,smithca06,6-5
Michael Soroka,sorokmi01,6-5
Michael Soroka,sorokmi01,6-5
Michael Soroka,sorokmi01,6-5
Michael Soroka,sorokmi01,6-5
Michael Soroka,sorokmi01,6-5
Henry Urrutia,urruthe01,6-5
Henry Urrutia,urruthe01,6-5
Rick van den Hurk,vanderi01,6-5
Rick van den Hurk,vanderi01,6-5
Rick van den Hurk,vanderi01,6-5
Rick van den Hurk,vanderi01,6-5
Rick van den Hurk,vanderi01,6-5
Rick van den Hurk,vanderi01,6-5
Kennys Vargas,vargake01,6-5
Kennys Vargas,vargake01,6-5
Kennys Vargas,vargake01,6-5
Kennys Vargas,vargake01,6-5
Ed Walker,walkeed01,6-5
Ed Walker,walkeed01,6-5
Guillo Zuñiga,zuniggu01,6-5
Guillo Zuñiga,zuniggu01,6-5
Manny Acosta,acostma01,6-4
Manny Acosta,acostma01,6-4
Manny Acosta,acostma01,6-4
Manny Acosta,acostma01,6-4
Manny Acosta,acostma01,6-4
Manny Acosta,acostma01,6-4
Raul Alcántara,alcanra01,6-4
Raul Alcántara,alcanra01,6-4
Sherten Apostel,apostsh01,6-4
Aristides Aquino,aquinar01,6-4
Aristides Aquino,aquinar01,6-4
Aristides Aquino,aquinar01,6-4
Aristides Aquino,aquinar01,6-4
Aristides Aquino,aquinar01,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Tony Armas,armasto02,6-4
Rolando Arrojo,arrojro01,6-4
Rolando Arrojo,arrojro01,6-4
Rolando Arrojo,arrojro01,6-4
Rolando Arrojo,arrojro01,6-4
Rolando Arrojo,arrojro01,6-4
Cha-Seung Baek,baekch01,6-4
Cha-Seung Baek,baekch01,6-4
Cha-Seung Baek,baekch01,6-4
Cha-Seung Baek,baekch01,6-4
Lorenzo Barceló,barcelo01,6-4
Lorenzo Barceló,barcelo01,6-4
Lorenzo Barceló,barcelo01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Armando Benítez,benitar01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Joaquin Benoit,benoijo01,6-4
Randor Bierd,bierdra01,6-4
Austin Brice,briceau01,6-4
Austin Brice,briceau01,6-4
Austin Brice,briceau01,6-4
Austin Brice,briceau01,6-4
Austin Brice,briceau01,6-4
Austin Brice,briceau01,6-4
Austin Brice,briceau01,6-4
Enrique Burgos,burgoen01,6-4
Enrique Burgos,burgoen01,6-4
Alberto Cabrera,cabreal03,6-4
Alberto Cabrera,cabreal03,6-4
Fernando Cabrera,cabrefe01,6-4
Fernando Cabrera,cabrefe01,6-4
Fernando Cabrera,cabrefe01,6-4
Fernando Cabrera,cabrefe01,6-4
Fernando Cabrera,cabrefe01,6-4
Fernando Cabrera,cabrefe01,6-4
Fernando Cabrera,cabrefe01,6-4
Francisco Cabrera,cabrefr01,6-4
Francisco Cabrera,cabrefr01,6-4
Francisco Cabrera,cabrefr01,6-4
Francisco Cabrera,cabrefr01,6-4
Francisco Cabrera,cabrefr01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Miguel Cabrera,cabremi01,6-4
Arquimedes Caminero,caminar01,6-4
Arquimedes Caminero,caminar01,6-4
Arquimedes Caminero,caminar01,6-4
Arquimedes Caminero,caminar01,6-4
Isaiah Campbell,campbis01,6-4
Isaiah Campbell,campbis01,6-4
Yennier Cano,canoye01,6-4
Yennier Cano,canoye01,6-4
Yennier Cano,canoye01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Canseco,cansejo01,6-4
José Capellán,capeljo01,6-4
José Capellán,capeljo01,6-4
José Capellán,capeljo01,6-4
José Capellán,capeljo01,6-4
José Capellán,capeljo01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Roberto Hernández,carmofa01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Carlos Carrasco,carraca01,6-4
Marcos Carvajal,carvama01,6-4
Marcos Carvajal,carvama01,6-4
Paul Casanova,casanpa01,6-4
Paul Casanova,casanpa01,6-4
